"Id","Title","Score","AnswerCount","CommentCount","cluster"
11225,"Exponential moving average with sub-interval relevance / varying timeframe",2,0,0,1
11227,"Bias in sampling for set intersections",3,2,3,4
11231,"Applications of principal component analysis versus principal component regression?",2,2,2,4
11232,"Testing difference between two means with pairwise data and absence of normality",3,3,0,8
11233,"How to simulate data based on a linear mixed model fit object in R?",4,3,3,7
11236,"QQ plot of sigma2 from an MCMC regression?",3,1,0,3
11242,"Optimal blind poll construction",1,2,5,8
11243,"Explaining regression performance differences",2,0,9,3
11246,"Is there an ANOVA table generalization for two nested CART models?",3,2,2,2
11248,"How can I use credibility intervals in Bayesian logistic regression?",3,4,0,2
11249,"What would be a good way to work with a large data set in Excel?",4,2,7,1
11252,"Weight variables for predictive model",2,1,5,1
11253,"Factor dependent correlation",5,3,2,2
11255,"Whether to use structural equation modelling to analyse observational studies in psychology",10,1,0,7
11256,"Regression on a non-normal dependent variable",6,2,4,8
11257,"How do I set up an unbalanced repeated measures analysis in R?",3,1,0,5
11259,"Does similarity of coefficients and p-values regardless of whether dependent variable is transformed  suggest  untransformed model is reliable?",7,1,7,8
11262,"Methods for checking if the number of comparisons is sufficient",3,0,0,5
11263,"Statistical significance when A/B test has multiple values",0,3,0,6
11266,"Software (or webapps) for teaching kids statistics or probability?",10,4,0,7
11270,"How to analyse a study looking at relationship between one set of five items (predictors) and a second set of five items (outcomes)",2,1,2,5
11273,"What is the pull distribution?",4,1,4,8
11277,"Is there a simplistic model to disaggregate census data based on years and smaller zones?",4,1,0,7
11280,"Automatisation of GLM analysis with negative binomial errors",3,2,0,6
11283,"Pairwise exclusions",2,2,0,4
11289,"Probability inequalities",9,1,17,3
11290,"What is a propensity weighting sampling / RIM?",3,1,0,5
11292,"How to compare two groups of patients with a continuous outcome?",3,1,0,8
11296,"Using ANOVA on percentages?",4,3,0,7
11299,"Getting an average measurement based on two raters for cases where data is missing for one rater",6,1,0,6
11300,"Summarizing samples of an interval",2,1,5,6
11309,"What do you call adding zeros to a table of frequency counts of consecutive integers where the given integer does not occur",1,1,6,7
11310,"Critical values for Anderson-Darling test",4,2,0,8
11315,"How does the distribution of the error term affect the distribution of the response?",5,4,0,3
11319,"Is there a standard procedure or regression model in marketing for explaining click rates on ads?",3,1,1,8
11322,"What method is used in Google's correlate?",5,1,4,4
11327,"Dependent variable is a function of independent variables; can I sensibly include them in a regression?",3,3,4,2
11328,"Detecting significant differences for each stimulus using ANOVA repeated measures",0,0,6,3
11329,"Inverse of false discovery rate (FDR)",7,1,3,3
11331,"Identifying oscillation in a time series",3,2,1,4
11336,"Predicted probabilities from a multinomial regression model using zelig and R",2,1,2,6
11337,"Probability of a certain sum of values from a set of dice rolls",3,2,3,8
11341,"Inspect generators and defining relations of a fractional factorial design",2,1,5,7
11346,"Obtaining predictions from linear model",2,1,0,7
11347,"Multivariate random walks in BUGS",0,1,0,3
11351,"Left skewed vs. symmetric distribution observed",0,1,1,2
11353,"How do I find the best model with a saturated dataset?",3,3,0,1
11357,"How to calculate variance of three or more attributes with known frequencies",0,0,7,8
11359,"What could be the reason for using square root transformation on data?",5,4,0,1
11360,"Questions about contrasts for MANOVA",3,0,1,2
11364,"Lower bound over a concave function",0,1,3,2
11368,"How to ensure properties of covariance matrix when fitting multivariate normal model using maximum likelihood?",12,4,0,4
11370,"Testing a 2 by 2 mixed ANOVA in R",2,2,5,7
11372,"Recommended procedure for factor analysis on dichotomous data with R",5,1,11,5
11374,"Visual representations of the p-value in ANOVA to assist intuitive understanding",3,2,4,2
11375,"Why is a regression model of portfolio return giving smaller adjusted r-square (i.e., negative) than expected?",0,1,2,2
11378,"How to compute the weight matrix for WLS estimation of a multi-group ordinal CFA model",3,0,0,1
11381,"How to report asymmetrical confidence intervals of a proportion?",6,1,2,4
11384,"PCA and component scores based on a mix of continuous and binary variables",7,1,2,5
11385,"Linear regression, heteroscedasticity, White's test interpretation?",7,2,0,5
11387,"Classification of sequences of symbols",3,4,0,7
11389,"Internet statistics resources suitable for psychology  students doing research",8,4,5,7
11396,"Upper/lower bound and initial domain for lognormal distribution",1,1,4,6
11398,"Should the group decisions be independent in Wilcoxon rank sum test?",5,1,0,7
11402,"Why are ties so difficult in nonparametric statistics?",9,1,4,6
11405,"Tobit model with R",2,1,0,1
11406,"Boxplot with respect to two factors using ggplot2 in R",3,1,2,5
11411,"How can I test the significance of the correlation coefficient?",1,0,0,4
11412,"Error to report with median and graphical representations?",10,1,2,4
11413,"Longitudinal data: time series, repeated measures, or something else?",5,1,3,1
11414,"Do we have a problem of ""pity upvotes""?",29,4,6,3
11417,"Confidence interval for sample mean (possible error in text)",1,0,7,5
11418,"Density-based spatial clustering of applications with noise (DBSCAN) clustering in R",6,2,1,3
11419,"How to compute marginal effects in a Tobit model using R?",1,0,0,6
11420,"Low accuracy in out of time validation",2,3,0,3
11421,"What is the difference between empirical variance and variance?",3,1,1,8
11428,"Statistical models and methods to evaluate and forecast ""fine price"" increases",2,1,0,7
11429,"Software enabling GLS estimation with both heteroskedasticity and serial correlation correction",2,2,0,2
11433,"Variable selection for increasing accuracy",1,1,2,2
11435,"Density function question",2,1,4,7
11436,"$L_1$ or $L_.5$ metrics for clustering?",11,2,3,8
11437,"Bayesian two-factor ANOVA",4,3,0,8
11438,"Is there a GLS estimator that has lower variance than OLS for sum of parameters in linear model under Gauss-Markov conditions?",2,2,0,2
11440,"Standardized residuals of a Tobit model in R ",1,1,0,1
11443,"Negative binomial distribution for bounded data",0,1,1,4
11444,"Constrained kernel density estimation",3,1,3,8
11448,"Is there a way to determine the significance of a change in a d' score?",4,2,3,7
11450,"Best way to interact with an R session running in the cloud",8,4,1,7
11454,"Conducting a power analysis on difference between two proportions",1,1,0,8
11455,"Does it matter what values you assign to represent two groups in a dummy variable?",1,1,0,7
11457,"Stepwise model selection, Hosmer-Lemeshow statistics and prediction success of model in nested logistic regression in R",1,3,0,7
11458,"Autocorrelation vs correlation calculation",1,1,3,6
11459,"Do you include a covariate because of baseline group difference or if correlated with DV or both?",5,2,4,7
11462,"Incorporating random effects in the logistic regression formula in R",2,1,1,5
11473,"Uncorrected pairwise p-values for one-way ANOVA?",4,2,0,4
11478,"Constant term in time series econometric models built on 1-st differences",3,2,0,7
11481,"How to tell the ""closeness"" of two variables",6,1,2,4
11485,"Expected value of non-standard quadratic form",0,1,5,7
11487,"Solving a regression problem",1,1,6,4
11490,"Does high log-likelihood imply high R^2",2,2,0,6
11494,"Pairwise comparisons after significant interaction results: parametric or non?",3,1,2,2
11497,"What are some statistical analysis measures that should be considered when conducting a time and motion study?",1,0,0,7
11498,"Variable selection for time covariate",4,2,0,8
11500,"Creating an index based on a set of measurements without a target for purpose of rank ordering",5,4,0,7
11504,"Performing PCA for normal score transformed data",3,0,1,6
11505,"How do I run a two-part model of health care expenditures in Stata?",1,1,2,6
11508,"What to do with p-values when standard errors are obviously biased",2,1,3,4
11510,"What's the best formula to fit the distribution of website user number over a day",5,1,0,7
11515,"Distribution of a ratio of two proportions",-4,1,4,8
11516,"Shall I censor or rather remove other causes in cause-specific survival analysis?",2,1,2,6
11519,"Searching for car displacement data",3,2,4,3
11522,"Why are the correlations in two groups less than the correlation when the groups are combined?",2,2,0,3
11527,"How to perform Fisher exact test in SPSS?",2,0,1,8
11530,"Computing descriptives statistics for sites and locations based on literature search with sites having varying numbers of time points",2,1,0,8
11531,"High frequency data series cleaning in R",5,3,0,3
11532,"Importing time series from SQL base into R",2,2,0,5
11537,"Tests on binomial distribution",2,1,0,3
11539,"Textbook with list of hypothesis tests and practical guidance on use",2,5,1,1
11541,"How to calculate SE for a binary measure, given sample size n and known population mean?",0,1,0,2
11543,"How do I tell when and why to use specific statistical measures?",3,1,0,8
11544,"Testing for stability in a time-series",2,5,0,4
11546,"Tool to confirm Gaussian fit",2,1,1,4
11547,"Data transposition from 'clustered rows' into columns",2,2,0,2
11548,"What is the best way to determine if pageviews are trending upward or downward?",4,3,1,6
11551,"Is there a good browser/viewer to see an R dataset (.rda file)",12,5,1,8
11553,"What is the power of the regression F test?",5,2,0,2
11557,"Do orthogonal projectors change the statistics of i.i.d. generated data?",1,1,3,8
11561,"Machine learning questions (questions)",0,0,2,4
11562,"Assessing rater bias where one rater has given one very high rating and the remainder very low ratings",4,4,2,1
11565,"Approximating lognormal sum pdf (in R)",8,1,11,4
11568,"How to check hypothesis about estimation of random variable with unknown distribution?",2,3,2,4
11573,"Discrete choice prediction",2,1,2,3
11578,"Iterated expectations theory",1,1,2,2
11580,"What is nonparametric logistic regression based on locally weighted scatterplot smoothing?",1,3,0,3
11582,"How can I get a velocity of how much this link is trending?",1,0,1,5
11583,"Gap statistics MATLAB implementation",0,0,3,5
11585,"How can I statistically determine if my data on code run time measurements is ""good""?",3,1,4,4
11590,"Goodness of fit in GLMs",1,2,6,2
11592,"Memory  requirements of k-means clustering ",3,0,3,5
11594,"Calculating the information contained in a message",2,2,0,7
11595,"Whether to use an offset in a Poisson regression when predicting total career goals scored by hockey players",2,3,5,1
11596,"Rationale of using AUC?",2,1,1,5
11602,"Training with the full dataset after cross-validation?",13,5,0,1
11603,"Significant difference between two small populations sampled without replacement",1,0,0,8
11607,"Fitting conditional functions in nls",4,1,3,3
11609,"Clarification on interpreting confidence intervals?",23,10,16,8
11611,"Do zero counts need to be adjusted for a likelihood ratio test of poisson/loglinear models?",8,1,2,4
11615,"How to describe a design with a mix of experimental conditions, predictor variables, and multiple outcome variables?",1,1,2,8
11616,"Assessing independence of observations using intraclass correlation when some groups have small group sample sizes",3,1,0,5
11620,"Is there an R package with a pretty function that can deal effectively with outliers?",4,2,3,5
11622,"R only alternatives to BUGS",11,5,0,5
11623,"A best measure for speaker recognition",2,0,0,6
11628,"Assessing reliability of a questionnaire:  dimensionality, problematic items, and whether to use alpha, lambda6 or some other index?",6,2,2,4
11632,"What kind of residuals and Cook's distance are used for GLM?",3,1,0,6
11634,"How do I calculate error propagation with different measures of error?",4,1,2,7
11636,"The difference between MSE and MAPE",2,1,2,7
11643,"Zelig reports $R^2$ of a negative binomial regression - nonsense?",2,2,1,7
11645,"Coding an interaction between a nominal and a continuous predictor for logistic regression in MATLAB",5,1,4,1
11646,"Kullback–Leibler divergence between two gamma distributions",6,2,2,1
11650,"Visualizing multi-dimensional data (LSI) in 2D",5,2,0,1
11653,"Recommended effect size measure for repeated measures t-tests and repeated measures contrasts on experimental data",3,1,0,8
11657,"Using latent Dirichlet allocation for information retrieval",3,1,0,4
11659,"Essential data checking tests",38,5,2,7
11661,"Comparing means across two groups and over four time points when group sample sizes are very small",3,1,0,8
11662,"How to extract residuals from function cv.lm in R?",2,1,2,8
11664,"How do I compare individual likert scale items",2,0,0,1
11672,"Which statistical test should I use for my experiment on aggressive interactions in killifish?",5,2,1,2
11674,"Generating random samples from a density function",5,2,1,1
11676,"Pseudo R squared formula for GLMs",1,1,3,1
11677,"What is the difference between ITT and ATE?",5,2,0,3
11678,"Where can I read about the justification for the use of parametric probability distributions?",5,2,0,3
11679,"Probabilities in case-controlled studies",5,2,0,1
11680,"Which measure of model fit to report when performing likelihood based regression: AIC, BIC, Pseudo R-square?",3,2,4,5
11682,"How to visualize a GraphML multitree?",2,1,2,4
11686,"Including a variable which is identical for each cross section member",1,0,0,6
11687,"What do I gain if I consider the outcome as ordinal instead of categorical?",7,3,1,6
11689,"Usage of LDA with more than two classes",2,3,0,4
11691,"How to tell if data is ""clustered"" enough for clustering algorithms to produce meaningful results?",15,4,1,5
11695,"Logistic regression - power and predictor values",2,1,0,8
11696,"Model-based learning algorithm for recommendation engine",0,0,6,5
11699,"How do you apply a linear regression built in SPSS to new data and generate prediction intervals",1,2,3,4
11703,"How to estimate and interpret an offset correctly in a Poisson regression?",1,2,1,3
11707,"Why is sample standard deviation a biased estimator of $\sigma$",4,2,3,1
11708,"Determining correlation in certain subsets of a dataset in R",1,2,0,3
11713,"Whether to use EFA or PCA to assess dimensionality of a set of Likert items",2,3,1,3
11714,"Comparing two datasets (of the same physical quantity) - what do I learn from this graph?",3,2,1,7
11717,"Testing the importance of an item among a finite set of items",4,1,0,7
11722,"How to combine two independent repeated experiments with different success probabilities?",5,1,0,1
11724,"Minimum number of observations for logistic regression?",0,4,1,7
11734,"How to implement a weighted 3-way ANOVA in unbalanced design?",1,0,0,8
11737,"Cross-validating for model parameters with time series",2,1,0,4
11739,"Pre and Post, treated and un treated but from same subject",3,1,1,6
11745,"Property of entropy",3,1,0,2
11746,"What could cause big differences in correlation coefficient between Pearson's and Spearman's correlation for a given dataset?",8,1,2,5
11749,"Probability distribution of questions in a forum",1,1,3,8
11752,"Disadvantages of negbin regression",0,2,2,6
11753,"Distance to a regression line, and degrees of freedom",2,2,0,8
11754,"Estimating correlated parameters with multi-level model",5,3,2,5
11759,"How can I generate correlated timeseries made up of 0s and 1s?",5,1,0,6
11762,"More info needed on second order regular variation in extreme value theory",2,1,0,6
11764,"How to visualize/understand what a neural network is doing?",14,4,0,3
11765,"Where do the distance metrics for the Krippendorff's alpha statistic come from?",1,0,2,6
11768,"Which distribution to use with MCMC and empirical data?",4,4,2,6
11769,"Is there more to probability than Bayesianism?",12,5,7,7
11773,"What is discriminative partition matching?",3,1,0,3
11788,"How to compare the variance from published summary statistics with own data?",3,1,2,1
11794,"How to compute multidimensional omega with R",1,0,2,2
11795,"Is it possible to differentiate in expectation?",1,2,1,6
11797,"How to convert an unrestricted co-occurrence network to a restricted one?",2,1,3,1
11799,"How to derive $P$ in continuous Kalman filter?",0,0,2,5
11800,"How should we convert sports results data to perform a valid logistical regression?",3,3,4,8
11807,"Are there any libraries available for CART-like methods using sparse predictors & responses?",5,2,4,8
11808,"How to estimate parameters for a Kalman filter",3,2,0,5
11809,"What, if any, dissimilarity is preserved in partial least squares (PLS)?",4,0,0,1
11812,"Sanity check: how low can a p-value go?",9,2,3,8
11815,"What is heavy hitter analysis?",2,1,1,7
11821,"Interpret t-values when not assuming normal distribution of the error term",2,2,0,7
11823,"Why does noisy data result in better prediction performance?",2,1,0,5
11829,"Take the log of an independent variable in a Poisson regression",1,2,2,7
11832,"How do you derive the conditional variance for $s^2$, the OLS estimator of $\sigma^2$?",1,1,2,2
11833,"Data reduction technique to identify types of countries",10,7,0,3
11835,"Formula for confidence intervals for small samples and unknown population standard deviation",3,1,5,8
11836,"Probability of panel assignment",4,1,1,2
11840,"Analysis of intervals between events",4,1,0,4
11847,"Help with data analysis of small datasets",5,3,1,7
11848,"Estimating the variance of poker win rates",6,1,8,6
11850,"Model comparison between an ARIMA model and a regression model",2,3,0,1
11855,"How to equalize the weight of each item in multiple checklists?",0,1,2,2
11856,"How to interpret confidence interval of the difference in means in one sample T-test?",14,6,2,5
11859,"What is the difference between Multiclass and Multilabel Problem",1,1,0,4
11862,"Sampling distribution [editted]",0,0,7,2
11863,"Testing the change of mean[editted]",0,0,2,8
11867,"How can I compare the following mutual information values?",4,1,0,3
11868,"What count-data models to choose besides negative binomial model when overdispersion occurs?",0,1,1,5
11869,"Sliding window validation for time series",2,1,0,2
11871,"Interpreting p-values associated with correlation measurements",5,2,0,2
11872,"Updating linear regression efficiently when adding observations and/or predictors in R",9,3,0,6
11876,"Fitting a beta-binomial model in the case of overdispersion in R",1,1,0,3
11878,"MCMC converging to a single value?",9,1,8,3
11883,"On the use of weighted correlations in aggregated survey data",5,1,0,7
11885,"Odds for high in the card game pitch",1,1,0,5
11887,"Is this design a one-way repeated measures ANOVA or not?",2,2,10,8
11888,"The effectiveness of coordinate ascent",3,2,0,5
11892,"Plotting changes in a three-valued ordinal variable across two time points using R",3,2,4,3
11895,"Is there a covariance MLE which takes into account independence relationships?",1,0,10,6
11896,"What happens with the beta-binomial distribution, when n approaches infinity?",2,1,0,4
11897,"What questions would a statistician ask about analysis of E. coli outbreak?",10,1,1,2
11898,"Confidence intervals for repeatability",3,1,0,2
11899,"Factor analysis on mixed (continuous/ordinal/nominal) data?",3,2,21,4
11903,"Estimation by future likelihood maximization",5,1,1,6
11906,"Use of survival analysis for trigger mining",3,1,0,4
11907,"What is the association rule learning approach to the logical XOR problem?",2,0,4,5
11909,"Do infrequent examples screw up classifiers? If so, when is it okay to remove the infrequent examples from the data?",4,1,2,5
11917,"What is the best statistical method to compare case fatality rates of 17 years for 2 different states?",3,0,0,7
11919,"Convex Hull in R",3,2,4,2
11923,"Covariates in regression models",1,2,0,5
11924,"Computing percentile rank in R",3,2,0,1
11927,"Persistence in time series",4,1,0,1
11929,"How to optimize the k parameters in dynamic linear regression?",2,1,4,4
11932,"How can I compute my final grade?",0,0,2,8
11935,"Interpreting R output from exploratory factor analysis regarding rejection of null hypothesis of goodness of fit",0,1,3,8
11936,"How to create a density plot for data from multiple years with each year represented by a different colour?",2,2,0,2
11940,"Estimating the total number of customers based on a subset of orders",0,1,2,6
11943,"Problem using auto.arima() in R",1,2,2,1
11945,"Interpretation lin-log regression where the covariate is log(x1 + 1) transformed",0,0,5,3
11947,"Fitting an exponential model to data",4,1,5,2
11949,"How to allocate sample size to gain most power on a two stage analysis?",1,0,1,2
11950,"Explanatory power of a variable",3,1,1,4
11953,"Interpreting a lots of effects",0,1,2,8
11955,"Determining trends in text",4,1,4,3
11956,"Why is the first postulate of the Poisson process that $\lambda dt$ is the probability of exactly one event in $[t,t+dt]$?",3,3,1,3
11957,"Optimising control routines after creating a predictive model",0,3,1,4
11959,"What is the difference between scores in Princomp vs. factanal?",2,1,4,6
11960,"Analyzing multiple choice survey questions",1,2,4,4
11963,"Constructs and multiple regression",1,0,1,8
11967,"What is the word to mean ""the actual data points"", not the trends that it creates?",1,0,4,3
11968,"How do you handle the situation where the residual variance is very high compared to the other variance parameter estimates?",2,0,1,3
11970,"How to test whether the majority of vertices belong to one giant component?",1,1,2,1
11971,"Mediation model with linear regression",6,2,0,2
11972,"Finding a narrower confidence interval for a given CI, sample mean and size",2,1,2,1
11974,"Randomized trace technique",8,3,0,2
11975,"How to generate a pair of ellipses shaped as Saturn in $\mathbb{R}^p$",4,1,2,5
11977,"Exponential upper bound for $\sum_{k=1}^{N-1} \alpha^k \beta^{\frac{1}{N-k}}$",2,0,4,1
11980,"If I count cells should I consider them as Poisson distributed?",1,1,0,6
11983,"How to present a empirical study when using econometric models?",0,1,1,5
11984,"How can I remove the z-order bias of a coloured scatter plot?",7,2,1,5
11985,"How to model bounded target variable?",2,3,0,4
11987,"Fitting a generalized least squares model with correlated data; use ML or REML?",4,1,0,1
11989,"Does anyone know ""nice"" ways of plotting confidence intervals for use in presentations?",1,2,1,6
11990,"Statistics for multi-test replicated correlation analysis",2,1,0,4
11991,"Are misses in my data distributed completely at random?",4,3,0,8
12002,"How to calculate the confidence interval of the mean of means?",4,3,3,7
12005,"Interpretation of intercept term in poisson model with offset and covariates",3,1,1,1
12007,"Confidence Interval / Best-fit / Prediction Interval?",2,1,0,5
12015,"Decision tree for censored data",3,2,2,5
12020,"What metric should I use to determine a significant effect?",0,1,2,2
12021,"An inconsistency between the concept of ""subindependence"" and the chi-square test for independence?",2,1,3,3
12023,"How many samples is enough?",1,3,0,7
12026,"Machine learning for activity streams",4,2,1,2
12028,"Most useful Stata ado-files?",3,0,3,8
12029,"Is it possible to create ""parallel sets"" plot using R? ",6,1,2,4
12030,"Friedman vs Kruskal-Wallis test",3,1,1,5
12032,"Fitting child molecule concentration in parent molecule exponential decay",2,1,0,7
12035,"Correlation analysis of parameters",0,1,0,6
12039,"Formula confidence interval for difference in means - one sample t-test",0,0,11,6
12040,"Basic question regarding probability",3,1,2,2
12041,"ARMA model coefficient standard errors",1,2,1,2
12046,"Organizing a classification tree (in rpart) into a set of rules?",3,1,0,3
12047,"Multivariate mutual independence test",2,1,2,4
12050,"Need to refine results of logarithmic regression",0,1,5,1
12051,"How to add a label to the max value in R's ggplot2?",0,1,0,3
12053,"What should I check for normality: raw data or residuals?",5,3,2,8
12054,"Propagation of polynomial coefficient errors in fit",3,1,2,1
12059,"Why is the y-axis in this R plot showing invalid percentage values?",1,1,3,4
12060,"Curve fitting and max slope calculation",1,1,0,6
12061,"Why is the tick marker for zero after the bar in this qplot bar chart? ",5,1,0,8
12066,"Measures of predictive power of attributes in data mining",1,0,2,4
12067,"Is Freeman — Tukey's transformation the most powerful for percentages?",1,0,9,6
12068,"Classification score: SVM",2,4,3,5
12069,"Testing the significance of differences between ratios with small samples",2,2,4,4
12072,"What's the difference between add and subtract of two random variables, if zero mean?",0,1,1,5
12077,"Least square estimation error, calculus question",1,1,2,6
12078,"Reference for age-period-cohort models",1,1,0,5
12080,"Can you recommend an online survey platform for 5k+ participants?",2,1,3,3
12081,"Density estimation with a truncated distribution?",6,2,3,3
12087,"How to compare two groups on a set of dichotomous variables?",3,4,4,6
12090,"Inner correlation of occurrences (burstiness?) in R",3,1,0,4
12094,"How to add two random variable's pdf?",1,2,1,6
12103,"Why z=f(x) does not imply E[z]=f(E[x]) when f is not linear?",0,1,3,7
12104,"How to draw a complete statistic from an incomplete statistical model?",1,1,0,2
12105,"Best analysis method for three interrelated longitudinal series",3,1,0,4
12107,"What is a null conjunction analysis in an fMRI study?",2,1,0,5
12112,"Normalizing constant in Bayes theorem",2,2,1,3
12115,"Time series autocorrelation",0,1,1,4
12118,"If a statistics doesn't reveal a significance do I have to calculate power for it?",6,3,3,1
12119,"How to compute goodness of fit after applying logarithmic transformation?",2,1,4,6
12120,"Derivation of an elasticity from a simple function $Y = \alpha\ln(x)$",0,1,1,4
12124,"Dissecting three-way interactions",1,3,0,8
12128,"What does orthogonal mean in the context of statistics?",7,5,0,7
12134,"Estimating the distribution of a very large population of known size and unknown variance",1,1,3,4
12137,"Excel's CHIDIST function in MATLAB",0,1,2,2
12138,"How to detect a number of binomial distributions from a set of data?",3,1,6,6
12140,"Conditional inference trees vs traditional decision trees",17,1,1,8
12141,"microRNA analysis statistical methodology review",2,0,0,5
12148,"Looking for a name for a ""mean-influencing"" statistic",5,2,0,8
12151,"Is there an equivalent to Kruskal Wallis one-way test for a two-way model?",5,3,0,7
12152,"Multivariate orthogonal polynomial regression?",5,1,2,3
12155,"Acceptance rates for Metropolis-Hastings with uniform candidate distribution",5,2,1,7
12156,"Is my data fit ""extreme value distribution"" or ""normal distribution""?",2,2,0,6
12160,"Multiple dependant variables in logistic regression",1,2,0,2
12161,"Measuring predictive accuracy for multiple dependent variables",5,1,5,6
12163,"Neural network with PROC logistic in SAS",0,2,0,4
12164,"Testing significance of peaks in spectral density",10,2,2,7
12165,"How to know whether the six spatial features values (in 3-time period) significantly differ from each other?",2,0,4,1
12174,"Time taken to hit a pattern of heads and tails in a series of coin-tosses",7,4,0,5
12177,"Linear regression terminology question -- Beta (β)",5,2,1,7
12180,"Estimating the distribution of a very large population of known size and unknown variance",3,0,1,3
12182,"Refining a linear regression model for condominium prices",2,2,5,6
12186,"Expected Value and Variance of Estimation of Slope Parameter $\beta_1$ in Simple Linear Regression",2,1,0,1
12187,"Are decision trees almost always binary trees?",4,3,0,4
12189,"Canonical correlation analysis on a MICE data set",3,0,0,1
12193,"Random number generation",3,2,9,7
12194,"Comparing points in a bivariate space",4,3,1,7
12195,"Viewing kernel regression in a Bayesian framework",0,2,0,7
12197,"Can a 2-2-1 feedforward neural network with sigmoid activation functions represent a solution to XOR?",4,1,0,2
12200,"""Normalizing"" variables for SVD / PCA",5,2,1,1
12205,"Finite population correction for calculating margin of error",1,2,3,8
12209,"Percentage of overlapping regions of two normal distributions",9,3,3,8
12219,"What is the best way to reduce false negative percent in the model?",1,3,0,5
12222,"Regular data gaps in a time series",0,2,3,6
12223,"How to tune smoothing in mgcv GAM model",2,1,0,5
12225,"Methods to check if my data fits a distribution function?",2,3,3,4
12231,"Robust regression or ANOVA for non-normal dependent variable",5,4,0,2
12232,"Calculating the parameters of a Beta distribution using the mean and variance",4,4,0,8
12235,"How to test goodness of fit between two dataframes in R?",3,2,0,5
12244,"How to calculate the number of trials for a 'meaningful' result",4,2,2,1
12251,"Determining true mean from noisy observations",8,1,0,8
12258,"Expectation of the variance of the sampling set without replacement",1,2,2,2
12260,"Proper variable selection method for glm",3,4,0,5
12261,"Testing normality",2,2,2,1
12262,"What if residuals are normally distributed, but y is not?",6,1,0,5
12265,"Good literature about cross validation",2,2,0,5
12273,"How to test if my data is discrete or continuous?",7,1,2,1
12275,"Infinite p-value when checking normality of distribution",4,1,2,3
12281,"Fast computation/estimation of a low-rank linear system",9,1,10,5
12282,"Forecasting stock prices time series based on independent factors using ARIMA model",1,2,0,4
12283,"Can I test the validity of a prior given data?",9,2,0,3
12285,"Is there an anderson-darling goodness of fit test for two datasets?",3,1,5,1
12288,"What is a 'message passing method'?",5,2,1,1
12290,"Reporting $\chi^2$ test results in APA format",0,1,5,7
12291,"Boosting ranked lists",4,1,2,2
12294,"Can individual odds ratios be added to get one pooled odds ratio to compare to a reference group?",2,2,1,4
12297,"Using geometric mean / geometric standard deviation in statistical process control chart",1,0,0,4
12298,"When controlling a binomial proportion, how to deal with proportions with low confidence?",1,0,0,8
12299,"Two independent binomials with fixed column marginal totals - the formula for all possible permutations of the table?",0,0,1,5
12301,"Is this a repeated measures experiment?",2,2,2,3
12302,"Libsvm: scale data using python",0,0,2,3
12303,"Online bachelor's degree in Statistics",1,1,0,4
12305,"How to perform a spectral density analysis in R using the multitaper package?",3,1,2,3
12309,"Empirical AUC in validation set when no TRUE zeroes",4,1,2,2
12310,"Should we normalize the dataset before fitting the Gumbel distribution?",1,0,0,6
12313,"What are average partial effects?",7,0,1,3
12314,"Combining heterogeneous measurements to improve inference",0,0,5,6
12316,"Imputing missing values in time series using SAS",1,2,1,7
12319,"What are the proper descriptives to look at for my mixed-models?",3,1,5,5
12320,"Is the mean squared error used to assess relative superiority of one estimator over another?",10,4,0,3
12321,"Interpreting confidence intervals",0,0,1,2
12322,"Bounding mutual information given bounds on pointwise mutual information",6,1,4,2
12330,"How to intuitively understand formula for estimate of pooled variance when testing  differences between group  means?",4,2,1,8
12334,"Does the average increase of a ""re-roll"" increase with the size of the dice?",4,3,1,2
12335,"How to plot two dataset in point and line form in one figure in R?",0,2,0,5
12341,"Number of parameters in Markov model",2,1,3,6
12343,"ANOVA with some paired and some unpaired subjects",3,1,1,6
12344,"How do I determine which set of measurements is better?",4,4,0,7
12345,"How to get expectation (E-value) for a dataset?",-1,1,1,4
12353,"What do the first k factors from factor analysis maximize?",6,2,0,7
12354,"How to determine the statistical significance of a score from a general population?",0,1,0,7
12355,"Significance and credibility intervals for interaction term in logistic regression",5,3,0,7
12360,"Reproducing table 18.1 from ""Elements of Statistical Learning""",12,1,4,1
12362,"What is sequential change point detection?",2,1,3,1
12365,"p-value reported as 3.2531E-129 in excel",-2,1,1,3
12370,"Bayesian analysis of data",3,1,0,6
12373,"Q&A Sites for machine learning and NLP",1,2,2,2
12376,"How to use maximum likelihood to fit data with two combined models",0,0,1,1
12378,"How to correctly use the GPML Matlab code for an actual (non-demo) problem?",1,2,0,7
12381,"Error using rfe in caret package in R",1,0,3,8
12382,"What is the difference between hazard and crude ratio?",6,1,0,2
12385,"Good book about theoretical approach to statistics",6,4,2,2
12386,"Machine learning cookbook / reference card / cheatsheet?",17,2,2,6
12389,"Calculating principal component scores after PC analysis",4,1,0,7
12390,"What does the gene set score tell in GSA analysis?",3,0,0,1
12392,"How to compare two datasets with Q-Q plot using ggplot2?",1,2,0,6
12395,"Why is R plotting standardized residuals against theoretical quantiles in a Q-Q plot?",4,2,0,6
12397,"How can I create a Graph of a Probability Density Function from Percentiles?",3,1,15,7
12398,"How to interpret F- and p-value in ANOVA?",2,3,0,7
12401,"Wavelet analysis of EEG",2,1,0,4
12404,"What exactly does it mean to 'pool data'?",1,2,0,3
12405,"Computing Gaussian mixture model probabilities",2,1,0,6
